dept,course,term,section,rec_course,rec_inst,eval_rate,enroll,evals,expected_grade,received_grade,study_wk,difficulty,amount_learned,attendance,start,duration
MATH,109,SP18,A,0.91,0.91,0.27058823529411763,85,23,3.43,2.92,5.86,4.36,4.05,2.95,10.0,0.8333333333333334
MATH,109,SP18,B,0.82,0.94,0.41975308641975306,81,34,3.03,2.99,6.91,4.38,4.24,2.79,11.0,0.8333333333333334
MATH,109,SP18,C,0.82,0.94,0.3626373626373626,91,33,3.06,2.92,6.56,4.18,4.0,2.88,12.0,0.8333333333333334
MATH,109,SP18,D,0.98,0.95,0.8235294117647058,51,42,3.28,3.05,6.93,3.74,4.24,2.62,13.0,0.8333333333333334
MATH,10A,SP18,A,0.96,1.0,0.4940239043824701,251,124,3.32,3.1,5.89,3.45,4.62,2.64,9.0,0.8333333333333334
MATH,10B,SP18,B,0.79,0.77,0.43388429752066116,242,105,3.1,2.78,6.2,3.76,3.79,2.45,14.0,0.8333333333333334
MATH,10C,SP18,A,0.77,0.76,0.7878787878787878,99,78,3.26,2.92,5.78,3.73,3.77,2.15,8.0,0.8333333333333334
MATH,10C,SP18,B,0.85,0.73,0.6666666666666666,192,128,3.3,3.09,5.17,3.42,3.85,2.53,13.0,0.8333333333333334
MATH,11,SP18,A,0.74,0.79,0.5307262569832403,179,95,3.25,2.86,6.5,3.57,3.76,2.64,13.0,0.8333333333333334
MATH,11,SP18,B,0.85,0.94,0.4482758620689655,290,130,3.26,2.92,6.62,3.63,4.1,2.38,14.0,0.8333333333333334
MATH,120B,SP18,A,1.0,0.91,0.2608695652173913,46,12,3.9,2.99,7.23,3.4,4.64,3.0,9.0,0.8333333333333334
MATH,121B,SP18,A,1.0,1.0,0.9166666666666666,24,22,3.37,3.18,4.5,3.3,4.74,3.0,9.5,1.3333333333333333
MATH,142B,SP18,A,0.84,0.99,0.4880952380952381,168,82,3.24,2.94,8.26,4.3,4.11,2.57,9.0,0.8333333333333334
MATH,142B,SP18,B,0.88,0.81,0.30357142857142855,56,17,3.19,2.89,8.03,3.81,4.06,2.41,11.0,0.8333333333333334
MATH,150B,SP18,A,1.0,1.0,0.5294117647058824,17,9,3.56,,6.72,3.67,4.44,3.0,16.0,0.8333333333333334
MATH,152,SP18,A,0.68,0.72,0.28901734104046245,173,50,3.16,3.43,4.8,3.45,3.38,2.59,10.0,0.8333333333333334
MATH,152,SP18,B,0.84,0.81,0.6682464454976303,211,141,3.25,3.31,5.59,3.42,3.72,2.3,13.0,0.8333333333333334
MATH,155B,SP18,A,0.75,0.88,0.2857142857142857,28,8,3.33,3.47,12.0,4.63,4.25,2.75,11.0,0.8333333333333334
MATH,170B,SP18,A,0.87,0.96,0.7730769230769231,260,201,3.14,2.83,7.47,3.98,3.93,2.61,15.5,1.3333333333333333
MATH,170C,SP18,A,0.92,1.0,0.358974358974359,39,14,3.69,3.08,7.12,3.69,3.92,2.85,14.0,0.8333333333333334
MATH,171B,SP18,A,0.86,0.93,0.4117647058823529,68,28,3.5,2.91,9.14,4.25,4.14,2.86,16.0,0.8333333333333334
MATH,179,SP18,A,0.9,0.9,0.2777777777777778,36,10,3.2,3.27,8.3,3.89,4.1,3.0,15.0,0.8333333333333334
MATH,18,SP18,A,0.95,0.98,0.4013840830449827,289,116,3.48,3.21,5.62,3.77,4.52,2.77,8.0,0.8333333333333334
MATH,18,SP18,B,0.71,0.74,0.34951456310679613,103,36,3.39,2.83,7.74,4.16,3.68,2.47,16.0,0.8333333333333334
MATH,18,SP18,D,0.91,0.98,0.391025641025641,156,61,3.56,2.74,5.3,3.47,4.31,2.76,14.0,0.8333333333333334
MATH,18,SP18,E,0.71,0.7,0.31316725978647686,281,88,3.38,2.77,5.5,3.56,3.81,2.33,15.0,0.8333333333333334
MATH,181A,SP18,A,0.44,0.21,0.35384615384615387,195,69,2.81,3.04,8.34,4.32,2.84,2.16,12.5,1.3333333333333333
MATH,181B,SP18,A,0.83,0.66,0.32710280373831774,107,35,3.47,2.81,6.97,3.83,4.03,2.97,17.0,1.3333333333333333
MATH,181B,SP18,B,0.67,0.56,0.32786885245901637,61,20,3.33,3.27,7.83,4.12,3.5,2.83,15.5,1.3333333333333333
MATH,183,SP18,A,0.92,0.95,0.3475409836065574,305,106,3.29,2.79,8.96,3.69,4.38,2.51,15.0,0.8333333333333334
MATH,184A,SP18,A,0.87,0.96,0.3018867924528302,159,48,2.93,2.72,9.63,4.41,4.15,2.57,12.0,0.8333333333333334
MATH,184A,SP18,B,0.72,0.82,0.3282051282051282,195,64,3.1,2.82,10.5,4.68,3.97,2.63,16.0,0.8333333333333334
MATH,185,SP18,A,0.85,0.81,0.29365079365079366,126,37,3.62,3.38,7.79,3.79,4.15,2.59,12.5,1.3333333333333333
MATH,187A,SP18,A,0.98,0.98,0.30601092896174864,183,56,3.77,3.63,5.97,2.98,4.39,2.35,10.0,0.8333333333333334
MATH,187B,SP18,A,0.94,0.89,0.6101694915254238,59,36,3.6,3.56,6.04,3.46,4.22,2.6,15.0,0.8333333333333334
MATH,189,SP18,A,0.88,0.88,0.26119402985074625,134,35,3.74,3.48,10.56,4.24,4.24,2.78,18.5,1.3333333333333333
MATH,20A,SP18,A,0.81,0.81,0.3937007874015748,127,50,3.04,2.56,6.38,3.79,3.85,2.47,12.0,0.8333333333333334
MATH,20B,SP18,A,0.64,0.24,0.38405797101449274,138,53,2.59,2.25,7.56,4.7,3.37,2.59,11.0,0.8333333333333334
MATH,20B,SP18,B,0.75,0.73,0.391025641025641,156,61,2.78,2.45,7.7,4.41,3.87,2.66,14.0,0.8333333333333334
MATH,20C,SP18,A,0.86,0.93,0.358974358974359,156,56,3.12,2.62,6.15,3.69,4.18,2.62,8.0,0.8333333333333334
MATH,20C,SP18,B,0.93,0.98,0.46179401993355484,301,139,3.26,2.89,5.89,3.78,4.37,2.83,12.0,0.8333333333333334
MATH,20C,SP18,C,0.96,0.88,0.34782608695652173,230,80,3.49,3.14,5.44,3.76,4.14,2.46,14.0,1.3333333333333333
MATH,20D,SP18,A,0.95,0.9,0.3559322033898305,59,21,3.5,3.31,5.1,3.25,4.05,2.65,9.0,0.8333333333333334
MATH,20D,SP18,B,0.97,0.94,0.4318181818181818,352,152,3.73,3.33,7.06,3.59,4.36,2.76,13.0,0.8333333333333334
MATH,20D,SP18,C,0.94,0.96,0.425,280,119,3.39,3.52,6.21,3.76,4.18,2.84,16.0,0.8333333333333334
MATH,20E,SP18,A,0.66,0.76,0.2964169381107492,307,91,3.28,2.59,6.29,4.16,3.69,2.51,12.0,0.8333333333333334
MATH,20E,SP18,B,0.74,0.82,0.40860215053763443,279,114,3.13,2.87,7.35,4.13,4.12,2.91,15.0,0.8333333333333334
MATH,31CH,SP18,A,1.0,1.0,0.55,20,11,4.0,3.58,11.5,4.89,4.9,3.0,12.0,0.8333333333333334
MATH,3C,SP18,A,0.89,0.95,0.7972972972972973,74,59,3.13,2.62,6.11,3.29,4.0,2.37,12.0,0.8333333333333334
MATH,87,SP18,B,1.0,1.0,0.7894736842105263,19,15,,,0.77,1.92,4.43,2.93,10.0,0.8333333333333334
MATH,95,SP18,A,1.0,1.0,0.6470588235294118,34,22,3.89,3.94,1.45,2.16,4.26,3.0,10.0,1.8333333333333333
MATH,102,WI18,A,0.89,0.72,0.3345724907063197,269,90,3.49,2.73,6.18,3.55,3.49,2.57,9.0,0.8333333333333334
MATH,102,WI18,B,0.68,0.71,0.6888888888888889,45,31,3.16,2.64,7.43,4.03,3.61,2.55,13.0,0.8333333333333334
MATH,103A,WI18,A,0.85,0.97,0.6,65,39,2.95,2.82,6.82,4.38,4.41,2.92,9.5,1.3333333333333333
MATH,103A,WI18,B,0.86,0.88,0.46153846153846156,65,30,2.61,2.78,9.57,4.43,4.22,2.93,12.5,1.3333333333333333
MATH,103A,WI18,D,0.78,0.96,0.42424242424242425,66,28,3.11,2.69,8.87,4.3,3.96,2.7,10.0,0.8333333333333334
MATH,103B,WI18,B,0.64,0.68,0.3582089552238806,134,48,2.77,2.78,7.52,4.07,3.32,2.2,8.0,0.8333333333333334
MATH,104B,WI18,A,0.62,1.0,0.42857142857142855,21,9,3.38,2.87,9.25,4.63,4.63,2.5,11.0,1.3333333333333333
MATH,109,WI18,A,0.87,0.92,0.3805309734513274,113,43,3.49,3.11,10.24,3.89,3.95,2.31,10.0,0.8333333333333334
MATH,109,WI18,B,0.8,0.8,0.7236842105263158,76,55,3.38,2.7,6.65,4.02,3.71,2.72,11.0,0.8333333333333334
MATH,109,WI18,C,0.98,0.94,0.5,102,51,3.22,2.82,6.38,3.87,4.25,2.92,14.0,0.8333333333333334
MATH,109,WI18,D,0.74,0.74,0.375,88,33,3.39,3.11,9.66,4.1,3.9,2.71,15.0,0.8333333333333334
MATH,109,WI18,E,1.0,1.0,0.4117647058823529,34,14,3.62,3.16,5.58,4.08,4.33,2.54,9.5,1.3333333333333333
MATH,10A,WI18,A,0.68,0.71,0.54421768707483,294,160,2.52,2.19,6.89,4.03,3.52,2.76,12.0,0.8333333333333334
MATH,10A,WI18,B,0.86,0.95,0.5684210526315789,190,108,2.61,1.97,7.1,3.97,4.11,2.45,16.0,0.8333333333333334
MATH,10B,WI18,A,0.91,1.0,0.6376021798365122,367,234,3.1,2.83,6.61,3.82,4.31,2.8,8.0,0.8333333333333334
MATH,10B,WI18,B,0.78,0.54,0.6213592233009708,206,128,2.91,2.7,6.55,3.92,3.5,2.66,11.0,0.8333333333333334
MATH,10B,WI18,C,0.64,0.16,0.711340206185567,194,138,2.78,2.84,6.85,3.82,2.89,2.02,14.0,0.8333333333333334
MATH,10C,WI18,A,0.94,0.98,0.5282051282051282,195,103,3.3,2.79,5.68,3.48,4.11,2.85,9.0,0.8333333333333334
MATH,10C,WI18,B,0.81,0.73,0.5185185185185185,162,84,3.46,3.21,4.77,3.26,3.83,2.43,12.0,0.8333333333333334
MATH,11,WI18,A,0.68,0.57,0.5617977528089888,267,150,3.21,2.73,7.78,3.78,3.41,2.57,13.0,0.8333333333333334
MATH,11,WI18,B,0.77,0.74,0.5730337078651685,178,102,3.23,2.76,7.64,3.65,3.76,2.62,14.0,1.3333333333333333
MATH,110B,WI18,A,0.75,1.0,0.6666666666666666,6,4,3.25,,9.5,4.5,4.5,3.0,11.0,1.3333333333333333
MATH,120A,WI18,A,0.96,0.91,0.4307692307692308,65,28,3.25,2.4,6.33,3.45,4.17,2.78,9.0,0.8333333333333334
MATH,121A,WI18,A,1.0,1.0,0.6129032258064516,31,19,3.42,3.3,4.18,2.94,4.53,3.0,9.5,1.3333333333333333
MATH,140B,WI18,A,0.9,0.95,0.5111111111111111,45,23,3.35,2.77,10.59,4.62,4.35,2.78,9.0,0.8333333333333334
MATH,142A,WI18,A,0.86,0.97,0.4859154929577465,142,69,3.34,3.08,8.44,4.35,3.95,2.79,9.0,0.8333333333333334
MATH,142A,WI18,B,0.61,0.81,0.8,40,32,2.64,2.13,9.21,4.43,3.55,2.27,8.0,0.8333333333333334
MATH,150A,WI18,A,0.94,1.0,0.4722222222222222,36,17,3.29,2.91,6.03,3.47,4.59,2.88,16.0,0.8333333333333334
MATH,152,WI18,A,0.72,0.96,0.4090909090909091,66,27,3.09,3.18,7.86,3.96,4.16,2.6,9.5,1.3333333333333333
MATH,154,WI18,A,0.9,0.9,0.4230769230769231,104,44,3.3,2.68,6.21,3.65,4.12,2.93,13.0,0.8333333333333334
MATH,155A,WI18,A,0.93,0.97,0.49230769230769234,65,32,3.57,3.49,8.91,3.89,4.62,2.86,11.0,0.8333333333333334
MATH,157,WI18,A,0.6,0.68,0.45098039215686275,153,69,3.52,3.45,10.31,4.07,3.75,2.9,14.0,0.8333333333333334
MATH,15A,WI18,A,0.86,0.79,0.6363636363636364,22,14,3.08,2.88,4.5,3.85,4.0,2.5,16.0,0.8333333333333334
MATH,163,WI18,A,0.62,0.83,0.46296296296296297,54,25,2.83,2.7,4.92,3.33,3.17,2.04,8.0,0.8333333333333334
MATH,170A,WI18,B,0.95,0.97,0.3619047619047619,105,38,3.67,3.16,6.01,3.31,4.58,2.78,10.0,0.8333333333333334
MATH,170B,WI18,A,0.76,0.83,0.3551912568306011,183,65,3.11,2.45,8.4,4.15,3.92,2.76,14.0,0.8333333333333334
MATH,171A,WI18,A,0.76,0.66,0.3865546218487395,119,46,3.15,3.04,9.4,3.95,3.83,2.78,16.0,0.8333333333333334
MATH,18,WI18,A,0.74,0.72,0.48034934497816595,229,110,3.05,2.62,7.01,3.98,3.85,2.37,8.0,0.8333333333333334
MATH,18,WI18,B,0.89,0.96,0.5545023696682464,211,117,3.12,2.88,6.39,3.85,4.16,2.61,10.0,0.8333333333333334
MATH,18,WI18,C,0.84,0.95,0.5299539170506913,217,115,3.14,2.88,6.89,3.88,4.4,2.49,12.0,0.8333333333333334
MATH,18,WI18,D,0.83,0.45,0.5276381909547738,199,105,3.55,3.39,5.63,3.41,3.68,1.9,14.0,0.8333333333333334
MATH,18,WI18,E,0.85,0.72,0.45,160,72,3.29,2.97,5.74,3.82,3.71,2.4,15.0,0.8333333333333334
MATH,180A,WI18,A,0.94,0.88,0.5277777777777778,252,133,3.29,2.91,7.12,3.72,4.16,2.51,16.0,0.8333333333333334
MATH,180B,WI18,B,0.95,0.97,0.4897959183673469,196,96,3.49,3.12,9.9,4.15,4.56,2.99,15.0,0.8333333333333334
MATH,181A,WI18,A,0.97,0.98,0.45517241379310347,145,66,3.5,3.35,6.77,3.95,4.24,2.38,9.0,0.8333333333333334
MATH,181A,WI18,B,0.87,0.52,0.313953488372093,86,27,3.38,2.78,7.23,4.14,3.5,2.45,11.0,0.8333333333333334
MATH,184A,WI18,A,0.88,0.94,0.993103448275862,145,144,3.29,3.67,6.36,4.05,3.96,2.73,17.0,0.8333333333333334
MATH,184A,WI18,B,0.89,0.61,0.7142857142857143,63,45,3.09,3.01,7.41,3.86,3.53,2.58,13.0,0.8333333333333334
MATH,185,WI18,A,0.84,0.76,0.3424657534246575,73,25,3.83,3.56,6.74,3.68,4.0,2.76,13.0,0.8333333333333334
MATH,186,WI18,A,0.84,0.8,0.4533333333333333,75,34,3.3,2.72,6.37,3.77,3.93,1.93,13.0,0.8333333333333334
MATH,187A,WI18,A,0.94,0.72,0.7745901639344263,244,189,3.81,3.63,4.23,2.71,3.74,2.36,15.0,0.8333333333333334
MATH,189,WI18,A,0.93,0.74,0.32941176470588235,85,28,3.6,3.71,9.09,3.58,4.19,2.88,17.0,1.3333333333333333
MATH,190,WI18,A,0.88,1.0,0.8064516129032258,31,25,3.18,3.1,8.41,4.05,4.61,2.83,11.0,0.8333333333333334
MATH,194,WI18,A,0.97,0.97,0.4305555555555556,144,62,3.68,3.16,6.64,3.75,4.3,2.66,17.0,0.8333333333333334
MATH,2,WI18,B,0.89,0.88,0.75,12,9,3.13,,6.94,3.38,3.89,2.78,15.5,1.3333333333333333
MATH,20A,WI18,A,0.87,0.86,0.6145251396648045,179,110,2.65,1.88,8.03,4.08,4.09,2.73,13.0,0.8333333333333334
MATH,20A,WI18,B,0.73,0.69,0.5098039215686274,51,26,2.65,1.76,5.73,3.68,3.46,2.69,17.0,1.3333333333333333
MATH,20B,WI18,A,0.86,0.93,0.615,200,123,3.0,2.28,6.7,4.31,4.13,2.78,11.0,0.8333333333333334
MATH,20B,WI18,C,0.61,0.42,0.5520833333333334,192,106,2.7,2.51,7.78,4.44,3.41,2.6,13.0,0.8333333333333334
MATH,20B,WI18,D,0.72,0.63,0.8424242424242424,165,139,2.82,2.57,7.03,4.45,3.71,2.6,14.0,0.8333333333333334
MATH,20C,WI18,A,0.89,0.86,0.5026737967914439,187,94,3.2,2.81,6.46,3.89,4.06,2.56,9.0,0.8333333333333334
MATH,20C,WI18,B,0.98,0.96,0.6010362694300518,193,116,3.65,3.66,5.29,3.51,4.44,2.94,10.0,0.8333333333333334
MATH,20C,WI18,C,0.87,0.85,0.6018957345971564,211,127,3.31,3.31,5.58,4.0,4.13,2.96,13.0,0.8333333333333334
MATH,20C,WI18,E,0.82,0.62,0.6467065868263473,167,108,3.36,3.12,7.22,4.25,3.39,2.65,16.0,0.8333333333333334
MATH,20D,WI18,A,0.99,0.99,0.4973544973544973,189,94,3.71,3.53,6.39,3.53,4.48,2.87,9.0,0.8333333333333334
MATH,20D,WI18,B,0.92,0.87,0.45893719806763283,207,95,3.47,3.46,5.6,3.53,4.16,2.71,11.0,0.8333333333333334
MATH,20D,WI18,C,0.82,0.5,0.475,160,76,3.4,2.94,5.4,3.79,3.65,2.46,15.0,0.8333333333333334
MATH,20D,WI18,D,0.87,0.8,0.46938775510204084,147,69,3.26,2.95,6.5,4.06,4.14,2.69,17.0,0.8333333333333334
MATH,20E,WI18,A,0.91,0.74,0.35714285714285715,140,50,3.26,2.91,6.67,3.74,3.94,2.53,11.0,0.8333333333333334
MATH,20E,WI18,B,0.84,0.86,0.4712041884816754,191,90,3.42,2.74,6.57,4.05,3.89,2.84,12.5,1.3333333333333333
MATH,20E,WI18,C,0.86,0.75,0.4367816091954023,174,76,3.26,3.09,6.96,4.1,3.82,2.64,15.5,1.3333333333333333
MATH,31BH,WI18,A,0.94,0.94,0.782608695652174,23,18,3.71,3.48,10.15,4.76,4.88,3.0,14.0,0.8333333333333334
MATH,3C,WI18,A,0.79,0.87,0.5384615384615384,169,91,2.67,2.51,5.86,3.79,3.75,2.74,10.0,0.8333333333333334
MATH,4C,WI18,A,0.92,0.92,0.5531914893617021,47,26,2.83,2.51,8.34,3.2,4.08,2.68,14.0,0.8333333333333334
MATH,87,WI18,A,0.91,0.91,1.0,11,11,,,0.5,1.11,3.91,2.91,14.0,1.8333333333333333
MATH,95,WI18,A,0.38,0.5,0.8,10,8,3.0,,6.25,3.88,2.75,2.88,13.5,1.8333333333333333
MATH,100A,FA17,A,0.81,0.85,0.45161290322580644,62,28,3.2,2.73,9.5,4.62,4.04,2.77,13.0,0.8333333333333334
MATH,100A,FA17,B,0.95,0.9,0.36666666666666664,60,22,3.25,2.91,9.1,4.32,4.78,2.95,12.0,0.8333333333333334
MATH,102,FA17,A,0.82,0.79,0.8629032258064516,124,107,3.12,3.55,7.41,4.06,3.81,2.79,11.0,0.8333333333333334
MATH,102,FA17,B,0.9,0.87,0.5949367088607594,158,94,3.56,3.44,6.46,3.24,3.59,2.78,15.0,0.8333333333333334
MATH,103A,FA17,A,0.72,0.79,0.8740740740740741,135,118,2.98,3.02,8.66,4.38,3.7,2.76,13.0,0.8333333333333334
MATH,103A,FA17,B,0.87,0.95,0.971830985915493,142,138,3.4,3.19,6.6,3.8,4.15,2.76,13.0,0.8333333333333334
MATH,104A,FA17,B,0.73,0.67,0.3488372093023256,43,15,3.14,2.88,7.07,4.08,3.93,2.71,11.0,1.3333333333333333
MATH,109,FA17,A,0.7,0.59,0.7959183673469388,98,78,2.72,2.19,9.24,4.51,3.62,2.68,9.0,0.8333333333333334
MATH,109,FA17,B,0.89,0.94,0.3277310924369748,119,39,2.8,2.35,7.94,4.44,4.42,2.89,11.0,0.8333333333333334
MATH,109,FA17,C,0.91,0.98,0.4107142857142857,112,46,3.52,3.01,6.93,3.6,4.36,2.63,15.0,0.8333333333333334
MATH,109,FA17,D,0.9,0.48,0.36507936507936506,63,23,3.11,2.55,6.31,3.95,3.95,2.62,16.0,0.8333333333333334
MATH,109,FA17,E,0.92,0.96,0.4126984126984127,63,26,3.08,2.67,7.88,4.21,4.23,2.92,9.5,1.3333333333333333
MATH,10A,FA17,A,0.95,0.97,0.5271565495207667,313,165,3.17,2.63,6.62,3.45,4.23,2.88,8.0,0.8333333333333334
MATH,10A,FA17,B,0.92,0.96,0.5270935960591133,203,107,3.24,2.63,5.83,3.48,4.11,2.84,12.0,0.8333333333333334
MATH,10A,FA17,C,0.81,0.43,0.5678571428571428,280,159,3.18,2.52,5.39,3.25,3.21,2.64,16.0,0.8333333333333334
MATH,10B,FA17,A,0.82,0.59,0.5662251655629139,302,171,3.1,2.88,5.33,3.64,3.36,2.83,10.0,0.8333333333333334
MATH,10B,FA17,B,0.86,0.84,0.46464646464646464,297,138,3.04,2.75,6.95,3.87,3.91,2.84,13.0,0.8333333333333334
MATH,10C,FA17,A,0.92,0.93,0.3729903536977492,311,116,3.28,2.84,6.85,3.65,4.02,2.95,12.0,0.8333333333333334
MATH,10C,FA17,B,0.93,0.97,0.5193370165745856,181,94,3.46,2.85,5.64,3.52,4.24,2.77,17.0,0.8333333333333334
MATH,11,FA17,B,0.85,0.89,0.5522388059701493,201,111,3.22,2.91,9.55,3.85,4.03,2.95,13.0,0.8333333333333334
MATH,110A,FA17,A,0.4,0.67,0.18867924528301888,53,10,3.1,2.79,7.9,4.1,3.6,2.6,11.0,1.3333333333333333
MATH,111A,FA17,A,1.0,1.0,0.42424242424242425,33,14,3.64,3.78,5.07,3.5,4.29,3.0,9.0,0.8333333333333334
MATH,111A,FA17,B,1.0,1.0,0.4117647058823529,34,14,3.77,3.78,6.5,3.15,4.77,2.85,10.0,0.8333333333333334
MATH,120A,FA17,A,0.86,0.86,0.3968253968253968,63,25,3.4,2.56,7.41,3.95,4.05,2.73,16.0,0.8333333333333334
MATH,130A,FA17,A,0.5,0.57,0.2711864406779661,59,16,3.07,2.67,9.21,4.21,3.57,2.73,8.0,1.3333333333333333
MATH,140A,FA17,A,0.81,0.96,0.4117647058823529,68,28,2.73,2.37,11.46,4.69,4.26,2.89,9.0,0.8333333333333334
MATH,140A,FA17,B,0.94,0.94,0.3148148148148148,54,17,3.35,2.68,10.5,4.87,4.67,2.94,10.0,0.8333333333333334
MATH,142A,FA17,A,0.84,0.97,0.33653846153846156,104,35,3.17,2.54,8.1,4.39,4.28,2.87,10.0,0.8333333333333334
MATH,142A,FA17,C,0.61,0.47,0.4939759036144578,83,41,3.0,2.73,11.03,4.63,3.18,2.76,14.0,0.8333333333333334
MATH,153,FA17,A,1.0,1.0,0.18518518518518517,27,5,4.0,3.72,7.7,3.4,5.0,3.0,17.0,1.3333333333333333
MATH,170A,FA17,A,0.86,0.91,0.3824884792626728,217,83,3.36,3.02,8.79,3.97,4.12,2.82,9.0,0.8333333333333334
MATH,170A,FA17,B,0.69,0.8,0.30726256983240224,179,55,2.84,2.34,7.78,4.16,3.88,2.63,14.0,0.8333333333333334
MATH,174,FA17,A,0.63,0.77,0.3119266055045872,109,34,2.87,2.47,6.97,4.0,3.9,2.87,16.0,0.8333333333333334
MATH,18,FA17,A,0.94,0.99,0.5276381909547738,199,105,3.44,2.99,6.05,3.31,4.49,2.91,9.0,0.8333333333333334
MATH,18,FA17,B,0.94,0.98,0.44983818770226536,309,139,3.48,2.87,6.5,3.48,4.4,2.82,10.0,0.8333333333333334
MATH,18,FA17,C,0.59,0.37,0.5674157303370787,178,101,3.03,2.88,7.93,4.21,3.37,2.64,11.0,0.8333333333333334
MATH,18,FA17,E,0.6,0.26,0.6683937823834197,193,129,3.25,2.83,6.56,3.72,3.22,2.35,16.0,0.8333333333333334
MATH,180A,FA17,A,0.86,0.84,0.39690721649484534,194,77,3.47,3.16,6.87,3.96,3.99,2.5,12.0,0.8333333333333334
MATH,180A,FA17,B,0.96,0.94,0.3609271523178808,302,109,3.39,3.03,8.17,3.91,4.46,2.92,15.0,0.8333333333333334
MATH,180A,FA17,C,0.89,0.89,0.38095238095238093,126,48,3.23,2.89,7.27,3.95,4.16,2.7,17.0,0.8333333333333334
MATH,181B,FA17,A,0.9,0.84,0.40476190476190477,84,34,3.58,3.04,7.98,3.83,4.0,2.87,18.5,1.3333333333333333
MATH,181C,FA17,A,0.64,0.78,0.36363636363636365,33,12,3.33,3.47,7.77,4.45,3.82,3.0,16.0,1.3333333333333333
MATH,183,FA17,A,0.88,0.76,0.42857142857142855,203,87,3.49,2.91,6.4,3.43,3.97,2.58,12.0,0.8333333333333334
MATH,184A,FA17,A,0.83,0.93,0.5845070422535211,142,83,3.16,2.83,8.72,4.41,4.1,2.76,11.0,0.8333333333333334
MATH,184A,FA17,B,0.9,0.86,0.39855072463768115,138,55,3.28,2.65,8.62,4.1,4.18,2.1,16.0,0.8333333333333334
MATH,2,FA17,A,0.69,0.69,0.4411764705882353,34,15,2.46,1.93,5.58,3.54,3.17,3.0,12.0,0.8333333333333334
MATH,2,FA17,B,0.77,0.54,0.5,30,15,3.0,2.57,5.42,3.31,3.54,3.0,15.5,1.3333333333333333
MATH,20A,FA17,A,0.91,0.92,0.4843205574912892,287,139,3.39,2.51,5.63,3.4,3.99,2.62,8.0,0.8333333333333334
MATH,20A,FA17,B,0.95,0.88,0.5241379310344828,145,76,3.18,2.66,5.99,3.45,3.89,2.74,11.0,0.8333333333333334
MATH,20A,FA17,C,0.89,0.74,0.5492957746478874,284,156,3.0,2.79,5.63,3.55,3.62,2.79,13.0,0.8333333333333334
MATH,20A,FA17,D,0.98,0.8,0.48863636363636365,88,43,3.28,2.79,4.65,3.34,4.02,2.76,16.0,0.8333333333333334
MATH,20B,FA17,A,0.75,0.53,0.8773584905660378,106,93,2.72,2.43,6.93,4.33,3.6,2.83,8.0,0.8333333333333334
MATH,20B,FA17,B,0.9,0.94,0.6148409893992933,283,174,3.34,3.1,6.29,3.9,4.21,2.9,9.0,0.8333333333333334
MATH,20B,FA17,C,0.85,0.92,0.4657039711191336,277,129,2.92,2.32,6.97,4.26,4.15,2.83,12.0,0.8333333333333334
MATH,20B,FA17,E,0.89,0.89,0.46206896551724136,290,134,3.23,2.66,7.86,4.13,4.33,2.88,15.0,0.8333333333333334
MATH,20C,FA17,A,0.83,0.48,0.5562913907284768,151,84,3.4,3.44,5.24,3.68,3.44,2.49,9.0,0.8333333333333334
MATH,20C,FA17,B,0.83,0.76,0.46710526315789475,304,142,3.45,3.51,6.69,3.8,3.96,2.67,11.0,0.8333333333333334
MATH,20C,FA17,C,0.69,0.37,0.6598639455782312,147,97,3.23,3.19,6.13,4.14,3.58,2.62,13.0,0.8333333333333334
MATH,20C,FA17,D,0.9,0.88,0.47480106100795755,377,179,3.31,2.93,6.28,3.89,4.11,2.79,15.0,0.8333333333333334
MATH,20C,FA17,E,0.78,0.46,0.5885167464114832,209,123,3.22,3.27,6.55,4.06,3.76,2.86,17.0,0.8333333333333334
MATH,20C,FA17,F,0.99,0.99,0.6258064516129033,155,97,3.74,3.22,6.69,3.48,4.65,2.98,8.0,0.8333333333333334
MATH,20D,FA17,A,0.68,0.79,0.34615384615384615,78,27,3.24,2.68,7.19,4.16,3.5,2.42,8.0,0.8333333333333334
MATH,20D,FA17,B,0.93,0.96,0.3782894736842105,304,115,3.44,2.75,6.08,3.7,4.34,2.58,14.0,0.8333333333333334
MATH,20D,FA17,C,0.94,0.98,0.44387755102040816,196,87,3.65,3.55,6.18,3.52,4.6,2.9,15.0,0.8333333333333334
MATH,20D,FA17,D,0.9,0.9,0.2698412698412698,189,51,3.28,2.96,6.74,3.9,4.34,2.78,16.0,0.8333333333333334
MATH,20E,FA17,A,0.88,0.94,0.43205574912891986,287,124,3.54,2.86,7.57,3.75,4.13,2.75,8.0,0.8333333333333334
MATH,20E,FA17,B,0.77,0.91,0.411214953271028,214,88,3.31,3.21,7.45,4.11,3.95,2.7,10.0,0.8333333333333334
MATH,20E,FA17,C,0.8,0.58,0.463855421686747,166,77,3.43,3.42,6.09,3.76,3.7,2.72,15.0,0.8333333333333334
MATH,31AH,FA17,A,0.82,0.97,0.6607142857142857,56,37,3.47,3.42,12.56,4.78,4.64,3.0,14.0,0.8333333333333334
MATH,3C,FA17,A,0.42,0.39,0.5789473684210527,152,88,2.28,2.29,6.38,3.96,2.61,2.69,12.0,0.8333333333333334
MATH,3C,FA17,B,0.64,0.48,0.5878378378378378,148,87,2.57,2.52,6.5,3.43,3.13,2.58,15.0,0.8333333333333334
